match_id,bowler,runs_conceded,legal_balls,wickets_taken,dot_balls,overs_bowled,economy_rate,dot_ball_pct
501225,SR Watson,24,24,1,9,4.0,6.0,37.5
501226,AC Thomas,29,24,2,7,4.0,7.25,29.17
501226,DE Bollinger,22,24,3,8,4.0,5.5,33.33
501226,JA Morkel,30,24,4,11,4.0,7.5,45.83
501226,JE Taylor,31,24,3,11,4.0,7.75,45.83
501226,M Kartik,29,24,0,8,4.0,7.25,33.33
501226,NL McCullum,12,12,0,6,2.0,6.0,50.0
501226,R Ashwin,19,24,2,12,4.0,4.75,50.0
501226,R Sharma,27,24,1,9,4.0,6.75,37.5
501226,S Randiv,23,24,0,11,4.0,5.75,45.83
501226,SB Jakati,12,12,0,4,2.0,6.0,33.33
501226,SK Raina,11,12,0,4,2.0,5.5,33.33
501226,Yuvraj Singh,14,12,0,3,2.0,7.0,25.0
501227,A Mithun,37,24,2,10,4.0,9.25,41.67
501227,AB Dinda,37,21,1,7,3.5,10.57,33.33
501227,CH Gayle,20,12,0,2,2.0,10.0,16.67
501227,DL Vettori,26,24,2,8,4.0,6.5,33.33
501227,IK Pathan,31,18,0,7,3.0,10.33,38.89
501227,J Syed Mohammad,17,12,0,2,2.0,8.5,16.67
501227,JR Hopes,26,24,1,8,4.0,6.5,33.33
501227,M Morkel,26,24,3,13,4.0,6.5,54.17
501227,S Aravind,32,24,1,9,4.0,8.0,37.5
501227,UT Yadav,38,24,1,6,4.0,9.5,25.0
501227,Y Nagar,3,6,1,3,1.0,3.0,50.0
501227,Z Khan,28,24,1,12,4.0,7.0,50.0
501228,AC Thomas,24,21,0,9,3.5,6.86,42.86
501228,DE Bollinger,21,24,3,14,4.0,5.25,58.33
501228,JD Ryder,21,12,1,3,2.0,10.5,25.0
501228,JE Taylor,27,24,0,13,4.0,6.75,54.17
501228,KMDN Kulasekara,26,18,1,7,3.0,8.67,38.89
501228,M Kartik,27,24,1,9,4.0,6.75,37.5
501228,MR Marsh,9,6,0,0,1.0,9.0,0.0
501228,R Ashwin,29,24,1,11,4.0,7.25,45.83
501228,R Sharma,27,24,0,4,4.0,6.75,16.67
501228,SB Jakati,15,12,0,5,2.0,7.5,41.67
501228,SK Raina,17,18,0,8,3.0,5.67,44.44
501228,TG Southee,33,24,1,11,4.0,8.25,45.83
501228,Yuvraj Singh,10,6,0,1,1.0,10.0,16.67
501229,A Mishra,14,24,1,11,4.0,3.5,45.83
501229,DT Christian,12,18,0,11,3.0,4.0,61.11
501229,DW Steyn,16,21,3,16,3.5,4.57,76.19
501229,I Sharma,13,18,5,12,3.0,4.33,66.67
501229,MS Gony,19,18,1,8,3.0,6.33,44.44
501229,NLTC Perera,31,24,2,7,4.0,7.75,29.17
501229,R Vinay Kumar,25,24,3,10,4.0,6.25,41.67
501229,RA Jadeja,25,18,0,5,3.0,8.33,27.78
501229,RP Singh,21,24,2,12,4.0,5.25,50.0
501229,RV Gomez,4,6,0,2,1.0,4.0,33.33
501229,S Sreesanth,23,24,0,16,4.0,5.75,66.67
501230,AB Agarkar,34,24,2,7,4.0,8.5,29.17
501230,B Lee,24,24,2,11,4.0,6.0,45.83
501230,IK Pathan,16,24,1,11,4.0,4.0,45.83
501230,Iqbal Abdulla,27,24,3,9,4.0,6.75,37.5
501230,JD Unadkat,24,24,1,13,4.0,6.0,54.17
501230,JH Kallis,11,12,0,6,2.0,5.5,50.0
501230,JR Hopes,27,24,1,5,4.0,6.75,20.83
501230,L Balaji,39,24,2,8,4.0,9.75,33.33
501230,M Morkel,42,24,1,11,4.0,10.5,45.83
501230,UT Yadav,29,24,2,10,4.0,7.25,41.67
501230,YK Pathan,6,12,1,6,2.0,3.0,50.0
501231,A Singh,14,24,2,15,4.0,3.5,62.5
501231,AG Murtaza,15,24,0,14,4.0,3.75,58.33
501231,AL Menaria,20,24,2,10,4.0,5.0,41.67
501231,Harbhajan Singh,20,18,0,8,3.0,6.67,44.44
501231,J Botha,6,12,3,7,2.0,3.0,58.33
501231,KA Pollard,16,12,0,4,2.0,8.0,33.33
501231,MM Patel,18,24,2,17,4.0,4.5,70.83
501231,R Sathish,5,7,0,3,1.17,4.27,42.86
501231,SK Trivedi,14,12,0,2,2.0,7.0,16.67
501231,SK Warne,13,24,1,13,4.0,3.25,54.17
501231,SL Malinga,21,24,1,14,4.0,5.25,58.33
501231,SR Watson,27,24,0,10,4.0,6.75,41.67
501232,A Mithun,28,24,0,8,4.0,7.0,33.33
501232,AC Thomas,23,24,2,11,4.0,5.75,45.83
501232,CH Gayle,9,12,1,4,2.0,4.5,33.33
501232,DL Vettori,23,24,1,9,4.0,5.75,37.5
501232,J Syed Mohammad,26,12,1,3,2.0,13.0,25.0
501232,JD Ryder,20,12,0,3,2.0,10.0,25.0
501232,JE Taylor,44,24,1,9,4.0,11.0,37.5
501232,Kamran Khan,47,18,0,5,3.0,15.67,27.78
501232,M Manhas,9,6,0,1,1.0,9.0,16.67
501232,R Sharma,28,24,2,8,4.0,7.0,33.33
501232,S Aravind,35,24,1,10,4.0,8.75,41.67
501232,Yuvraj Singh,10,12,0,3,2.0,5.0,25.0
501232,Z Khan,34,24,1,7,4.0,8.5,29.17
501233,AB Agarkar,24,24,2,7,4.0,6.0,29.17
501233,B Akhil,22,12,0,4,2.0,11.0,33.33
501233,IK Pathan,28,24,2,10,4.0,7.0,41.67
501233,M Morkel,18,24,3,12,4.0,4.5,50.0
501233,R Vinay Kumar,41,24,2,7,4.0,10.25,29.17
501233,RA Jadeja,27,24,1,11,4.0,6.75,45.83
501233,RE van der Merwe,20,23,3,9,3.83,5.22,39.13
501233,RP Singh,33,24,1,11,4.0,8.25,45.83
501233,RR Powar,20,12,1,5,2.0,10.0,41.67
501233,S Sreesanth,14,24,2,15,4.0,3.5,62.5
501233,UT Yadav,29,18,0,8,3.0,9.67,44.44
501234,B Lee,27,24,1,10,4.0,6.75,41.67
501234,BA Bhatt,22,24,2,11,4.0,5.5,45.83
501234,Bipul Sharma,9,12,0,5,2.0,4.5,41.67
501234,DJ Hussey,19,12,0,2,2.0,9.5,16.67
501234,Iqbal Abdulla,19,24,3,14,4.0,4.75,58.33
501234,L Balaji,21,18,0,4,3.0,7.0,22.22
501234,MK Tiwary,9,6,0,2,1.0,9.0,33.33
501234,P Kumar,14,12,0,7,2.0,7.0,58.33
501234,PC Valthaty,13,12,0,5,2.0,6.5,41.67
501234,PP Chawla,29,20,0,7,3.33,8.71,35.0
501234,R Bhatia,19,24,1,13,4.0,4.75,54.17
501234,RJ Harris,14,12,0,6,2.0,7.0,50.0
501234,YK Pathan,24,24,1,12,4.0,6.0,50.0
501235,A Singh,29,18,0,4,3.0,9.67,22.22
501235,AC Thomas,28,24,1,10,4.0,7.0,41.67
501235,AL Menaria,10,6,0,2,1.0,10.0,33.33
501235,J Botha,25,24,1,12,4.0,6.25,50.0
501235,JE Taylor,26,21,0,8,3.5,7.43,38.1
501235,M Kartik,45,24,0,4,4.0,11.25,16.67
501235,NL McCullum,23,18,0,4,3.0,7.67,22.22
501235,R Sharma,13,24,3,17,4.0,3.25,70.83
501235,SK Trivedi,29,24,4,7,4.0,7.25,29.17
501235,SK Warne,31,24,1,10,4.0,7.75,41.67
501235,SR Watson,19,24,1,9,4.0,4.75,37.5
501235,Yuvraj Singh,9,6,0,2,1.0,9.0,33.33
501236,A Mishra,34,18,0,6,3.0,11.33,33.33
501236,DE Bollinger,26,24,3,10,4.0,6.5,41.67
501236,DT Christian,12,18,0,8,3.0,4.0,44.44
501236,Harmeet Singh,26,18,1,4,3.0,8.67,22.22
501236,I Sharma,42,24,0,9,4.0,10.5,37.5
501236,JA Morkel,39,24,3,8,4.0,9.75,33.33
501236,JP Duminy,21,18,0,5,3.0,7.0,27.78
501236,PP Ojha,30,24,4,8,4.0,7.5,33.33
501236,R Ashwin,24,24,0,8,4.0,6.0,33.33
501236,S Randiv,34,24,0,9,4.0,8.5,37.5
501236,SB Jakati,23,24,2,10,4.0,5.75,41.67
501237,A Symonds,11,6,1,3,1.0,11.0,50.0
501237,AN Ahmed,24,18,0,3,3.0,8.0,16.67
501237,BA Bhatt,26,24,0,9,4.0,6.5,37.5
501237,Bipul Sharma,22,24,1,11,4.0,5.5,45.83
501237,Harbhajan Singh,25,24,2,9,4.0,6.25,37.5
501237,KA Pollard,19,18,1,4,3.0,6.33,22.22
501237,MM Patel,24,24,2,9,4.0,6.0,37.5
501237,P Kumar,30,18,0,6,3.0,10.0,33.33
501237,PC Valthaty,11,6,0,1,1.0,11.0,16.67
501237,PP Chawla,37,24,2,6,4.0,9.25,25.0
501237,RJ Harris,33,24,2,7,4.0,8.25,29.17
501237,SL Malinga,21,24,2,10,4.0,5.25,41.67
501237,TL Suman,12,6,0,0,1.0,12.0,0.0
501238,AB Agarkar,18,18,0,7,3.0,6.0,38.89
501238,IK Pathan,39,24,0,11,4.0,9.75,45.83
501238,M Morkel,29,18,1,7,3.0,9.67,38.89
501238,P Parameswaran,29,24,2,14,4.0,7.25,58.33
501238,R Vinay Kumar,27,24,2,8,4.0,6.75,33.33
501238,RA Jadeja,16,12,0,2,2.0,8.0,16.67
501238,RE van der Merwe,17,18,2,8,3.0,5.67,44.44
501238,RP Singh,28,24,1,9,4.0,7.0,37.5
501238,RV Gomez,16,12,0,3,2.0,8.0,25.0
501238,S Sreesanth,24,24,1,11,4.0,6.0,45.83
501238,UT Yadav,23,6,0,2,1.0,23.0,33.33
501238,Y Nagar,15,6,0,0,1.0,15.0,0.0
501239,A Mishra,22,18,1,6,3.0,7.33,33.33
501239,B Lee,30,24,1,9,4.0,7.5,37.5
501239,DT Christian,40,24,1,8,4.0,10.0,33.33
501239,DW Steyn,32,24,1,8,4.0,8.0,33.33
501239,I Sharma,38,24,0,9,4.0,9.5,37.5
501239,Iqbal Abdulla,35,24,2,6,4.0,8.75,25.0
501239,JH Kallis,12,12,1,3,2.0,6.0,25.0
501239,L Balaji,27,18,0,6,3.0,9.0,33.33
501239,PP Ojha,33,24,1,7,4.0,8.25,29.17
501239,R Bhatia,26,24,2,7,4.0,6.5,29.17
501239,S Dhawan,4,6,0,2,1.0,4.0,33.33
501239,YK Pathan,19,18,0,4,3.0,6.33,22.22
501240,AL Menaria,13,6,0,1,1.0,13.0,16.67
501240,DE Bollinger,29,24,0,9,4.0,7.25,37.5
501240,J Botha,22,24,1,9,4.0,5.5,37.5
501240,JA Morkel,28,24,2,11,4.0,7.0,45.83
501240,ND Doshi,24,12,0,4,2.0,12.0,33.33
501240,R Ashwin,36,24,1,7,4.0,9.0,29.17
501240,S Randiv,32,24,1,9,4.0,8.0,37.5
501240,SB Jakati,22,24,2,8,4.0,5.5,33.33
501240,SK Trivedi,37,22,1,3,3.67,10.08,13.64
501240,SK Warne,14,18,0,8,3.0,4.67,44.44
501240,SR Watson,27,24,0,6,4.0,6.75,25.0
501240,STR Binny,12,6,0,0,1.0,12.0,0.0
501241,A Symonds,7,6,0,4,1.0,7.0,66.67
501241,AC Thomas,53,24,1,9,4.0,13.25,37.5
501241,DS Kulkarni,20,24,0,12,4.0,5.0,50.0
501241,Harbhajan Singh,17,18,1,10,3.0,5.67,55.56
501241,JD Ryder,11,6,0,0,1.0,11.0,0.0
501241,JE Taylor,39,24,2,7,4.0,9.75,29.17
501241,KA Pollard,36,24,2,8,4.0,9.0,33.33
501241,MM Patel,34,24,1,8,4.0,8.5,33.33
501241,R Sharma,7,24,2,17,4.0,1.75,70.83
501241,SB Wagh,28,18,0,5,3.0,9.33,27.78
501241,SL Malinga,25,24,3,13,4.0,6.25,54.17
501241,Yuvraj Singh,22,24,2,8,4.0,5.5,33.33
501242,B Lee,43,24,0,9,4.0,10.75,37.5
501242,Iqbal Abdulla,16,12,0,3,2.0,8.0,25.0
501242,JD Unadkat,25,24,2,12,4.0,6.25,50.0
501242,JH Kallis,21,18,1,6,3.0,7.0,33.33
501242,P Parameswaran,21,24,0,9,4.0,5.25,37.5
501242,R Bhatia,22,18,1,2,3.0,7.33,11.11
501242,R Vinay Kumar,29,24,3,8,4.0,7.25,33.33
501242,RA Jadeja,7,6,0,2,1.0,7.0,33.33
501242,RP Singh,44,24,2,8,4.0,11.0,33.33
501242,RV Gomez,14,24,2,14,4.0,3.5,58.33
501242,S Ladda,13,6,0,1,1.0,13.0,16.67
501242,S Sreesanth,24,18,0,7,3.0,8.0,38.89
501242,YK Pathan,16,18,1,6,3.0,5.33,33.33
501243,A Mishra,53,24,1,3,4.0,13.25,12.5
501243,AB Agarkar,30,24,2,6,4.0,7.5,25.0
501243,AM Salvi,26,24,1,10,4.0,6.5,41.67
501243,B Chipli,20,6,0,1,1.0,20.0,16.67
501243,DT Christian,31,24,1,8,4.0,7.75,33.33
501243,DW Steyn,25,24,2,11,4.0,6.25,45.83
501243,I Malhotra,23,6,0,0,1.0,23.0,0.0
501243,I Sharma,16,24,2,16,4.0,4.0,66.67
501243,IK Pathan,18,18,0,6,3.0,6.0,33.33
501243,JP Duminy,11,6,0,1,1.0,11.0,16.67
501243,JR Hopes,30,18,1,5,3.0,10.0,27.78
501243,M Morkel,39,24,1,9,4.0,9.75,37.5
501243,Y Nagar,20,6,0,1,1.0,20.0,16.67
501243,Y Venugopal Rao,12,6,0,0,1.0,12.0,0.0
501244,A Mithun,29,18,0,7,3.0,9.67,38.89
501244,AM Nayar,9,6,0,2,1.0,9.0,33.33
501244,CH Gayle,21,24,3,7,4.0,5.25,29.17
501244,DL Vettori,14,24,1,10,4.0,3.5,41.67
501244,L Ablish,39,18,0,3,3.0,13.0,16.67
501244,P Kumar,37,24,0,12,4.0,9.25,50.0
501244,PP Chawla,37,24,2,11,4.0,9.25,45.83
501244,R McLaren,41,24,1,8,4.0,10.25,33.33
501244,RJ Harris,42,24,3,9,4.0,10.5,37.5
501244,S Aravind,14,24,4,14,4.0,3.5,58.33
501244,V Kohli,7,6,0,2,1.0,7.0,33.33
501244,Z Khan,35,24,1,7,4.0,8.75,29.17
501245,B Lee,10,24,0,15,4.0,2.5,62.5
501245,DE Bollinger,6,6,0,3,1.0,6.0,50.0
501245,Iqbal Abdulla,16,24,1,13,4.0,4.0,54.17
501245,JA Morkel,15,12,0,5,2.0,7.5,41.67
501245,JD Unadkat,11,6,0,1,1.0,11.0,16.67
501245,JH Kallis,9,6,0,1,1.0,9.0,16.67
501245,L Balaji,33,24,2,4,4.0,8.25,16.67
501245,R Ashwin,12,18,2,12,3.0,4.0,66.67
501245,R Bhatia,10,12,0,3,2.0,5.0,25.0
501245,S Randiv,14,12,0,2,2.0,7.0,16.67
501245,SB Jakati,14,12,0,4,2.0,7.0,33.33
501245,YK Pathan,25,24,1,9,4.0,6.25,37.5
501246,A Symonds,23,12,0,3,2.0,11.5,25.0
501246,AB Agarkar,32,24,0,7,4.0,8.0,29.17
501246,DS Kulkarni,27,24,1,10,4.0,6.75,41.67
501246,Harbhajan Singh,24,24,3,12,4.0,6.0,50.0
501246,IK Pathan,23,24,1,15,4.0,5.75,62.5
501246,JR Hopes,45,24,1,7,4.0,11.25,29.17
501246,KA Pollard,24,15,2,4,2.5,9.6,26.67
501246,M Morkel,49,24,1,7,4.0,12.25,29.17
501246,MM Patel,29,24,2,11,4.0,7.25,45.83
501246,S Nadeem,29,24,1,5,4.0,7.25,20.83
501246,SL Malinga,19,20,2,12,3.33,5.71,60.0
501247,A Mithun,21,18,2,4,3.0,7.0,22.22
501247,CH Gayle,26,24,2,14,4.0,6.5,58.33
501247,DL Vettori,24,24,2,10,4.0,6.0,41.67
501247,P Parameswaran,44,13,0,3,2.17,20.28,23.08
501247,R Vinay Kumar,18,18,1,10,3.0,6.0,55.56
501247,RA Jadeja,25,24,0,11,4.0,6.25,45.83
501247,RP Singh,14,12,0,6,2.0,7.0,50.0
501247,RR Powar,27,12,0,3,2.0,13.5,25.0
501247,S Aravind,20,24,2,13,4.0,5.0,54.17
501247,TM Dilshan,8,6,0,3,1.0,8.0,50.0
501247,Z Khan,26,24,1,7,4.0,6.5,29.17
501248,AA Jhunjhunwala,11,6,0,0,1.0,11.0,0.0
501248,B Kumar,15,18,2,9,3.0,5.0,50.0
501248,BA Bhatt,39,24,1,6,4.0,9.75,25.0
501248,MR Marsh,27,24,2,8,4.0,6.75,33.33
501248,P Kumar,18,24,1,15,4.0,4.5,62.5
501248,PC Valthaty,17,13,0,3,2.17,7.83,23.08
501248,R Sharma,18,24,2,12,4.0,4.5,50.0
501248,RJ Harris,26,24,1,13,4.0,6.5,54.17
501248,SB Wagh,18,12,0,6,2.0,9.0,50.0
501248,SJ Srivastava,20,18,2,12,3.0,6.67,66.67
501248,WD Parnell,12,24,2,13,4.0,3.0,54.17
501248,Yuvraj Singh,18,12,0,2,2.0,9.0,16.67
501249,A Singh,42,24,1,5,4.0,10.5,20.83
501249,AL Menaria,17,12,0,3,2.0,8.5,25.0
501249,DE Bollinger,22,24,3,12,4.0,5.5,50.0
501249,DJ Bravo,36,24,1,7,4.0,9.0,29.17
501249,J Botha,23,24,1,12,4.0,5.75,50.0
501249,JA Morkel,21,18,1,6,3.0,7.0,33.33
501249,R Ashwin,24,24,3,10,4.0,6.0,41.67
501249,SB Jakati,30,24,0,6,4.0,7.5,25.0
501249,SK Raina,0,3,2,3,0.5,0.0,100.0
501249,SK Trivedi,33,12,0,1,2.0,16.5,8.33
501249,SK Warne,34,24,1,7,4.0,8.5,29.17
501249,SR Watson,47,24,0,4,4.0,11.75,16.67
501250,A Mishra,26,20,1,12,3.33,7.81,60.0
501250,B Kumar,24,18,0,3,3.0,8.0,16.67
501250,DT Christian,21,18,2,10,3.0,7.0,55.56
501250,DW Steyn,30,24,0,12,4.0,7.5,50.0
501250,I Sharma,25,18,0,7,3.0,8.33,38.89
501250,JP Duminy,22,12,0,6,2.0,11.0,50.0
501250,MR Marsh,25,24,4,8,4.0,6.25,33.33
501250,PP Ojha,13,18,1,9,3.0,4.33,50.0
501250,R Sharma,24,24,1,5,4.0,6.0,20.83
501250,SB Wagh,8,6,0,4,1.0,8.0,66.67
501250,WD Parnell,38,24,1,5,4.0,9.5,20.83
501250,Yuvraj Singh,17,24,2,9,4.0,4.25,37.5
501251,BA Bhatt,22,17,4,9,2.83,7.77,52.94
501251,Bipul Sharma,16,12,2,3,2.0,8.0,25.0
501251,DS Kulkarni,29,12,0,3,2.0,14.5,25.0
501251,Harbhajan Singh,20,18,0,9,3.0,6.67,50.0
501251,KA Pollard,13,12,0,2,2.0,6.5,16.67
501251,MM Patel,25,24,5,13,4.0,6.25,54.17
501251,P Kumar,19,24,2,17,4.0,4.75,70.83
501251,RG Sharma,24,12,0,3,2.0,12.0,25.0
501251,RJ Harris,13,12,1,5,2.0,6.5,41.67
501251,SJ Srivastava,17,12,1,4,2.0,8.5,33.33
501251,SL Malinga,29,24,3,9,4.0,7.25,37.5
501251,TL Suman,23,18,0,5,3.0,7.67,27.78
501252,AA Kazi,21,12,1,2,2.0,10.5,16.67
501252,AL Menaria,16,12,0,5,2.0,8.0,41.67
501252,CH Gayle,23,18,1,8,3.0,7.67,44.44
501252,CK Langeveldt,26,24,1,11,4.0,6.5,45.83
501252,J Botha,43,24,0,7,4.0,10.75,29.17
501252,LRPL Taylor,11,6,0,0,1.0,11.0,0.0
501252,Pankaj Singh,24,12,0,3,2.0,12.0,25.0
501252,S Aravind,34,24,3,9,4.0,8.5,37.5
501252,SK Trivedi,12,12,0,6,2.0,6.0,50.0
501252,SK Warne,26,24,1,10,4.0,6.5,41.67
501252,SR Watson,19,12,0,4,2.0,9.5,33.33
501252,V Kohli,17,18,0,6,3.0,5.67,33.33
501252,Z Khan,25,24,0,10,4.0,6.25,41.67
501253,AB Agarkar,50,24,1,7,4.0,12.5,29.17
501253,AB McDonald,23,12,0,5,2.0,11.5,41.67
501253,DE Bollinger,39,24,1,7,4.0,9.75,29.17
501253,DJ Bravo,21,18,2,4,3.0,7.0,22.22
501253,IK Pathan,40,24,2,5,4.0,10.0,20.83
501253,JA Morkel,36,18,1,7,3.0,12.0,38.89
501253,JR Hopes,16,12,0,2,2.0,8.0,16.67
501253,R Ashwin,24,24,2,12,4.0,6.0,50.0
501253,S Nadeem,26,24,0,9,4.0,6.5,37.5
501253,SB Jakati,19,12,0,5,2.0,9.5,41.67
501253,SK Raina,19,24,0,11,4.0,4.75,45.83
501253,VR Aaron,21,24,1,11,4.0,5.25,45.83
501254,BA Bhatt,36,24,0,9,4.0,9.0,37.5
501254,BJ Hodge,26,12,0,2,2.0,13.0,16.67
501254,Bipul Sharma,33,24,2,8,4.0,8.25,33.33
501254,P Parameswaran,23,12,0,4,2.0,11.5,33.33
501254,PP Chawla,30,24,1,10,4.0,7.5,41.67
501254,R Vinay Kumar,28,18,0,8,3.0,9.33,44.44
501254,RA Jadeja,28,18,0,4,3.0,9.33,22.22
501254,RJ Harris,45,24,2,6,4.0,11.25,25.0
501254,RP Singh,26,24,4,16,4.0,6.5,66.67
501254,RV Gomez,12,6,0,2,1.0,12.0,33.33
501254,S Sreesanth,38,23,0,7,3.83,9.92,30.43
501254,SJ Srivastava,34,24,2,8,4.0,8.5,33.33
501255,A Mithun,14,12,0,8,2.0,7.0,66.67
501255,B Lee,31,18,1,7,3.0,10.33,38.89
501255,CH Gayle,11,6,0,1,1.0,11.0,16.67
501255,CK Langeveldt,15,18,2,9,3.0,5.0,50.0
501255,Iqbal Abdulla,18,18,1,8,3.0,6.0,44.44
501255,JD Unadkat,30,12,1,3,2.0,15.0,25.0
501255,JH Kallis,16,18,2,8,3.0,5.33,44.44
501255,L Balaji,10,8,1,5,1.33,7.52,62.5
501255,S Aravind,18,18,1,7,3.0,6.0,38.89
501255,V Kohli,14,6,0,0,1.0,14.0,0.0
501255,Z Khan,17,18,1,10,3.0,5.67,55.56
501256,A Mishra,22,24,1,10,4.0,5.5,41.67
501256,Anand Rajan,27,18,4,7,3.0,9.0,38.89
501256,DS Kulkarni,28,24,3,5,4.0,7.0,20.83
501256,DT Christian,22,18,0,7,3.0,7.33,38.89
501256,Harbhajan Singh,26,24,1,9,4.0,6.5,37.5
501256,I Sharma,30,24,2,11,4.0,7.5,45.83
501256,JP Duminy,7,12,1,9,2.0,3.5,75.0
501256,KA Pollard,10,12,1,5,2.0,5.0,41.67
501256,MM Patel,38,24,0,8,4.0,9.5,33.33
501256,PP Ojha,17,24,0,16,4.0,4.25,66.67
501256,SL Malinga,18,24,1,12,4.0,4.5,50.0
501256,TL Suman,15,12,0,2,2.0,7.5,16.67
501257,AM Salvi,41,24,2,7,4.0,10.25,29.17
501257,IK Pathan,28,24,3,12,4.0,7.0,50.0
501257,JR Hopes,27,18,0,8,3.0,9.0,44.44
501257,M Morkel,23,24,1,11,4.0,5.75,45.83
501257,P Kumar,32,24,1,15,4.0,8.0,62.5
501257,PC Valthaty,35,24,1,8,4.0,8.75,33.33
501257,PP Chawla,16,24,3,14,4.0,4.0,58.33
501257,RJ Harris,19,24,1,14,4.0,4.75,58.33
501257,S Sriram,25,6,0,0,1.0,25.0,0.0
501257,SJ Srivastava,39,24,2,11,4.0,9.75,45.83
501257,VR Aaron,26,24,0,14,4.0,6.5,58.33
501258,AA Chavan,14,6,0,3,1.0,14.0,50.0
501258,BJ Hodge,13,24,5,16,4.0,3.25,66.67
501258,JDP Oram,33,12,1,2,2.0,16.5,16.67
501258,ND Doshi,15,8,1,4,1.33,11.28,50.0
501258,P Parameswaran,20,21,2,11,3.5,5.71,52.38
501258,P Prasanth,18,6,0,3,1.0,18.0,50.0
501258,RA Jadeja,5,6,0,2,1.0,5.0,33.33
501258,RP Singh,17,24,1,17,4.0,4.25,70.83
501258,S Sreesanth,17,24,2,16,4.0,4.25,66.67
501258,SW Tait,36,18,0,9,3.0,12.0,50.0
501258,Y Gnaneswara Rao,7,6,0,3,1.0,7.0,50.0
501259,A Mishra,26,24,2,8,4.0,6.5,33.33
501259,B Kumar,10,12,0,7,2.0,5.0,58.33
501259,DT Christian,13,18,2,14,3.0,4.33,77.78
501259,DW Steyn,24,24,1,9,4.0,6.0,37.5
501259,I Sharma,19,18,0,10,3.0,6.33,55.56
501259,JP Duminy,19,12,1,5,2.0,9.5,41.67
501259,M Manhas,19,18,0,6,3.0,6.33,33.33
501259,MR Marsh,30,18,0,6,3.0,10.0,33.33
501259,PP Ojha,35,24,3,14,4.0,8.75,58.33
501259,R Sharma,25,24,2,10,4.0,6.25,41.67
501259,WD Parnell,27,20,1,9,3.33,8.11,45.0
501259,Yuvraj Singh,27,24,1,8,4.0,6.75,33.33
501260,A Mithun,31,18,0,5,3.0,10.33,27.78
501260,CH Gayle,41,24,0,5,4.0,10.25,20.83
501260,CK Langeveldt,51,24,2,7,4.0,12.75,29.17
501260,JJ van der Wath,55,24,0,10,4.0,13.75,41.67
501260,P Kumar,11,18,0,13,3.0,3.67,72.22
501260,PC Valthaty,30,24,1,6,4.0,7.5,25.0
501260,PP Chawla,21,24,4,15,4.0,5.25,62.5
501260,RJ Harris,29,18,3,10,3.0,9.67,55.56
501260,S Aravind,40,24,0,11,4.0,10.0,45.83
501260,SJ Srivastava,30,18,2,7,3.0,10.0,38.89
501260,V Kohli,14,6,0,1,1.0,14.0,16.67
501261,BJ Hodge,24,18,1,4,3.0,8.0,22.22
501261,DE Bollinger,39,24,2,5,4.0,9.75,20.83
501261,DJ Bravo,36,24,1,9,4.0,9.0,37.5
501261,M Muralitharan,26,24,0,9,4.0,6.5,37.5
501261,R Ashwin,17,24,1,9,4.0,4.25,37.5
501261,R Vinay Kumar,18,12,0,2,2.0,9.0,16.67
501261,RA Jadeja,26,24,2,9,4.0,6.5,37.5
501261,RP Singh,35,24,1,6,4.0,8.75,25.0
501261,S Sreesanth,23,18,1,8,3.0,7.67,44.44
501261,SB Jakati,23,24,1,9,4.0,5.75,37.5
501261,SK Raina,26,24,0,8,4.0,6.5,33.33
501262,AC Thomas,29,18,1,4,3.0,9.67,22.22
501262,B Kumar,19,18,1,9,3.0,6.33,50.0
501262,B Lee,29,24,0,10,4.0,7.25,41.67
501262,Iqbal Abdulla,13,18,1,11,3.0,4.33,61.11
501262,JH Kallis,18,12,0,3,2.0,9.0,25.0
501262,L Balaji,7,6,2,2,1.0,7.0,33.33
501262,R Bhatia,11,12,0,7,2.0,5.5,58.33
501262,R Sharma,29,24,0,11,4.0,7.25,45.83
501262,S Rana,2,4,0,2,0.67,2.99,50.0
501262,Shakib Al Hasan,16,24,2,13,4.0,4.0,54.17
501262,WD Parnell,28,24,1,11,4.0,7.0,45.83
501262,YK Pathan,24,24,2,8,4.0,6.0,33.33
501262,Yuvraj Singh,12,12,0,7,2.0,6.0,58.33
501263,A Singh,20,12,1,5,2.0,10.0,41.67
501263,AA Chavan,17,24,0,14,4.0,4.25,58.33
501263,AL Menaria,12,6,0,1,1.0,12.0,16.67
501263,DS Kulkarni,19,12,0,3,2.0,9.5,25.0
501263,Harbhajan Singh,27,12,0,5,2.0,13.5,41.67
501263,J Botha,24,24,0,7,4.0,6.0,29.17
501263,JEC Franklin,4,1,0,0,0.17,23.53,0.0
501263,KA Pollard,19,12,0,3,2.0,9.5,25.0
501263,MM Patel,23,18,0,5,3.0,7.67,27.78
501263,SK Trivedi,9,6,0,1,1.0,9.0,16.67
501263,SK Warne,30,24,1,4,4.0,7.5,16.67
501263,SL Malinga,42,24,0,10,4.0,10.5,41.67
501263,SR Watson,21,24,3,12,4.0,5.25,50.0
501264,A Mishra,10,24,4,16,4.0,2.5,66.67
501264,Anand Rajan,23,12,1,8,2.0,11.5,66.67
501264,BA Bhatt,33,18,0,3,3.0,11.0,16.67
501264,DT Christian,21,18,2,9,3.0,7.0,50.0
501264,DW Steyn,14,18,1,11,3.0,4.67,61.11
501264,JP Duminy,23,24,1,11,4.0,5.75,45.83
